#Year,Month,Port1,Port2,Route,$Value,$Real
2012,11,Canberra,Melbourne,Canberra - Melbourne,218,286.6058824
2010,3,Canberra,Sydney,Canberra - Sydney,138,194.3886555
2021,4,Cairns,Melbourne,Cairns - Melbourne,233,263.0075758
2010,4,Brisbane,Perth,Brisbane - Perth,404,565.5156576
2020,12,Karratha,Perth,Karratha - Perth,672,768.9010239
2016,2,Melbourne,Gold Coast,Melbourne - Gold Coast,184,228.0443623
2010,12,Geraldton,Perth,Geraldton - Perth,340.84,471.6887926
2019,1,Launceston,Melbourne,Launceston - Melbourne,114,133.9824715
2017,1,Port Macquarie,Sydney,Port Macquarie - Sydney,238,288.8307692
2022,4,Coffs Harbour,Sydney,Coffs Harbour - Sydney,287.75,306.0053529
2022,11,Brisbane,Rockhampton,Brisbane - Rockhampton,507,519.7912844
2017,12,Devonport,Melbourne,Devonport - Melbourne,318,380.4085638
2020,3,Adelaide,Port Lincoln,Adelaide - Port Lincoln,260.15,299.1948113
2017,1,Brisbane,Perth,Brisbane - Perth,544,660.1846154
2011,6,Darwin,Perth,Darwin - Perth,528,713.7580645
2015,10,Ballina,Sydney,Ballina - Sydney,194,239.9944649
2012,3,Cairns,Sydney,Cairns - Sydney,288,386.5945946
2012,5,Dubbo,Sydney,Dubbo - Sydney,302,403.3685259
2019,3,Brisbane,Mackay,Brisbane - Mackay,144,169.2410167
2019,5,Darwin,Perth,Darwin - Perth,776,906.4599303
2018,5,Melbourne,Gold Coast,Melbourne - Gold Coast,197,233.7849558
2015,1,Brisbane,Rockhampton,Brisbane - Rockhampton,210,263.6797753
2023,5,Avalon,Gold Coast,Avalon - Gold Coast,192,192
2012,7,Sydney,Wagga Wagga,Sydney - Wagga Wagga,262,345.129666
2022,6,Hobart,Sydney,Hobart - Sydney,162,172.2775575
2017,10,Canberra,Sydney,Canberra - Sydney,278,332.55843
2021,7,Newcastle,Gold Coast,Newcastle - Gold Coast,163,182.6090226
2013,7,Adelaide,Melbourne,Adelaide - Melbourne,104.9,135.2604808
2016,9,Brisbane,Mackay,Brisbane - Mackay,228,279.4771481
2017,10,Sydney,Tamworth,Sydney - Tamworth,250,299.0633363
2012,1,Melbourne,Perth,Melbourne - Perth,259.9,348.8747748
2020,6,Brisbane,Cairns,Brisbane - Cairns,348,407.9265734
2023,2,Newcastle,Gold Coast,Newcastle - Gold Coast,230,232.60181
2019,9,Adelaide,Perth,Adelaide - Perth,367,426.4705373
2014,2,Adelaide,Gold Coast,Adelaide - Gold Coast,278,353.6982922
2014,8,Adelaide,Gold Coast,Adelaide - Gold Coast,280,352.8947368
2020,1,Sydney,Townsville,Sydney - Townsville,275,316.2735849
2011,1,Cairns,Sydney,Cairns - Sydney,267,364.2390641
2010,1,Newcastle,Gold Coast,Newcastle - Gold Coast,130,183.1197479
2019,2,Melbourne,Mildura,Melbourne - Mildura,252.02,296.1952848
2013,3,Brisbane,Townsville,Brisbane - Townsville,273,357.5126953
2012,8,Adelaide,Melbourne,Adelaide - Melbourne,138,181.7858546
2013,2,Canberra,Melbourne,Canberra - Melbourne,258,337.8691406
2015,9,Karratha,Perth,Karratha - Perth,630,782.25
2012,10,Brisbane,Darwin,Brisbane - Darwin,384,504.8470588
2023,7,Adelaide,Darwin,Adelaide - Darwin,863,863
2012,7,Adelaide,Perth,Adelaide - Perth,316,416.2632613
2015,3,Bundaberg,Brisbane,Bundaberg - Brisbane,254,318.9269663
2011,4,Albury,Sydney,Albury - Sydney,218,294.6955645
2016,3,Bundaberg,Brisbane,Bundaberg - Brisbane,214,265.2255083
2020,11,Proserpine,Sydney,Proserpine - Sydney,228,260.8771331
2016,1,Avalon,Sydney,Avalon - Sydney,104,128.8946396
2022,2,Melbourne,Gold Coast,Melbourne - Gold Coast,118,127.7142857
2021,4,Perth,Sydney,Perth - Sydney,350,395.0757576
2016,3,Dubbo,Sydney,Dubbo - Sydney,264,327.194085
2020,11,Brisbane,Melbourne,Brisbane - Melbourne,217,248.2909556
2010,3,Launceston,Sydney,Launceston - Sydney,249.9,352.0125
2014,6,Bundaberg,Brisbane,Bundaberg - Brisbane,250,316.572238
2016,2,Kalgoorlie,Perth,Kalgoorlie - Perth,450,557.7171904
2019,6,Brisbane,Newcastle,Brisbane - Newcastle,163,190.4033101
2013,12,Cairns,Melbourne,Cairns - Melbourne,244.9,313.3691794
2019,10,Melbourne,Mildura,Melbourne - Mildura,256,295.4354561
2015,5,Devonport,Melbourne,Devonport - Melbourne,314,391.6967442
2018,11,Cairns,Melbourne,Cairns - Melbourne,306.9,360.6949167
2020,1,Adelaide,Perth,Adelaide - Perth,419,481.8859348
2015,5,Melbourne,Perth,Melbourne - Perth,294,366.747907
2017,6,Brisbane,Cairns,Brisbane - Cairns,218,264.0813008
2018,10,Launceston,Melbourne,Launceston - Melbourne,181,212.7265557
2012,5,Darwin,Sydney,Darwin - Sydney,578,772.0099602
2018,7,Adelaide,Alice Springs,Adelaide - Alice Springs,500,590.7488987
2017,7,Adelaide,Perth,Adelaide - Perth,308,370.7612208
2011,9,Cairns,Townsville,Cairns - Townsville,190,255.3006012
2014,9,Brisbane,Emerald,Brisbane - Emerald,274,345.3327068
2012,7,Adelaide,Melbourne,Adelaide - Melbourne,148,194.9587426
2011,9,Adelaide,Sydney,Adelaide - Sydney,272,365.4829659
2014,1,Avalon,Sydney,Avalon - Sydney,78,99.23908918
2016,8,Brisbane,Hobart,Brisbane - Hobart,260,318.702011
2017,1,Hobart,Sydney,Hobart - Sydney,314,381.0624434
2016,8,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,258,316.250457
2022,6,Adelaide,Perth,Adelaide - Perth,422,448.7724029
2018,1,Adelaide,Darwin,Adelaide - Darwin,398,473.9946714
2010,7,Adelaide,Perth,Adelaide - Perth,308,428.0082902
2016,10,Perth,Newman,Perth - Newman,598,729.0163636
2017,10,Melbourne,Perth,Melbourne - Perth,328,392.3710972
2013,12,Brisbane,Rockhampton,Brisbane - Rockhampton,190,243.120229
2022,11,Cairns,Melbourne,Cairns - Melbourne,526,539.2706422
2020,3,Canberra,Melbourne,Canberra - Melbourne,243,279.4708405
2017,6,Brisbane,Proserpine,Brisbane - Proserpine,218,264.0813008
2022,11,Adelaide,Port Lincoln,Adelaide - Port Lincoln,328,336.2752294
2021,11,Brisbane,Newcastle,Brisbane - Newcastle,178,196.7831822
2021,1,Canberra,Sydney,Canberra - Sydney,386,439.0381679
2012,5,Alice Springs,Darwin,Alice Springs - Darwin,681,909.5826693
2011,3,Launceston,Melbourne,Launceston - Melbourne,134,182.8016277
2013,3,Brisbane,Darwin,Brisbane - Darwin,518,678.3574219
2020,3,Darwin,Sydney,Darwin - Sydney,659,757.906518
2012,3,Devonport,Melbourne,Devonport - Melbourne,256,343.6396396
2021,10,Melbourne,Gold Coast,Melbourne - Gold Coast,156,172.4616653
2019,4,Melbourne,Newcastle,Melbourne - Newcastle,154,179.8902439
2011,1,Brisbane,Rockhampton,Brisbane - Rockhampton,52.01,70.95158698
2013,6,Ayers Rock,Sydney,Ayers Rock - Sydney,638,832.2548638
2013,6,Avalon,Sydney,Avalon - Sydney,98,127.8385214
2019,12,Canberra,Sydney,Canberra - Sydney,415,478.9285714
2010,5,Cairns,Sydney,Cairns - Sydney,354,495.526096
2011,1,Adelaide,Alice Springs,Adelaide - Alice Springs,375,511.5717192
2015,5,Melbourne,Gold Coast,Melbourne - Gold Coast,150,187.1162791
2016,7,Darwin,Melbourne,Darwin - Melbourne,477,584.6956124
2018,7,Brisbane,Melbourne,Brisbane - Melbourne,189.9,224.3664317
2022,10,Brisbane,Newcastle,Brisbane - Newcastle,158,161.9862385
2017,3,Adelaide,Perth,Adelaide - Perth,458,555.8171946
2016,7,Perth,Newman,Perth - Newman,598,733.0146252
2012,4,Brisbane,Canberra,Brisbane - Canberra,221,295.1802789
2010,4,Karratha,Perth,Karratha - Perth,398,557.1169102
2014,8,Perth,Sydney,Perth - Sydney,290,365.4981203
2015,10,Perth,Newman,Perth - Newman,598,739.7767528
2012,10,Melbourne,Sydney,Melbourne - Sydney,109.9,144.4861765
2017,4,Perth,Newman,Perth - Newman,618,748.6341463
2010,7,Paraburdoo,Perth,Paraburdoo - Perth,409,568.361658
2015,8,Cairns,Townsville,Cairns - Townsville,251,311.6583333
2013,3,Adelaide,Port Lincoln,Adelaide - Port Lincoln,225.39,295.1640527
2016,5,Melbourne,Gold Coast,Melbourne - Gold Coast,170,209.9171271
2021,2,Sunshine Coast,Sydney,Sunshine Coast - Sydney,185,210.4198473
2019,12,Brisbane,Proserpine,Brisbane - Proserpine,380,438.5370052
2019,9,Ayers Rock,Sydney,Ayers Rock - Sydney,436,506.6516464
2010,10,Avalon,Brisbane,Avalon - Brisbane,268,370.8854489
2016,3,Brisbane,Cairns,Brisbane - Cairns,184,228.0443623
2015,8,Cairns,Sydney,Cairns - Sydney,294,365.05
2020,2,Brisbane,Sydney,Brisbane - Sydney,150,172.5128645
2015,3,Brisbane,Emerald,Brisbane - Emerald,278,349.0617978
2011,3,Brisbane,Emerald,Brisbane - Emerald,308,420.1709054
2023,7,Sydney,Townsville,Sydney - Townsville,308,308
2013,5,Darwin,Sydney,Darwin - Sydney,338,440.9124514
2018,8,Alice Springs,Darwin,Alice Springs - Darwin,649.96,767.9263084
2016,9,Brisbane,Proserpine,Brisbane - Proserpine,298,365.2815356
2016,12,Port Macquarie,Sydney,Port Macquarie - Sydney,258,314.5254545
2016,4,Brisbane,Mount Isa,Brisbane - Mount Isa,530,654.4475138
2021,8,Devonport,Melbourne,Devonport - Melbourne,291,326.0075188
2020,3,Sunshine Coast,Sydney,Sunshine Coast - Sydney,346,397.9296741
2011,2,Melbourne,Newcastle,Melbourne - Newcastle,158,215.5422177
2016,6,Adelaide,Port Lincoln,Adelaide - Port Lincoln,243.65,300.8606354
2010,1,Karratha,Perth,Karratha - Perth,308,433.8529412
2020,10,Adelaide,Port Lincoln,Adelaide - Port Lincoln,261.83,299.5853498
2019,5,Port Macquarie,Sydney,Port Macquarie - Sydney,248,289.6933798
2019,2,Melbourne,Sydney,Melbourne - Sydney,180.9,212.6090272
2014,7,Adelaide,Melbourne,Adelaide - Melbourne,98,123.5131579
2023,6,Brisbane,Hamilton Island,Brisbane - Hamilton Island,423,423
2015,9,Adelaide,Melbourne,Adelaide - Melbourne,140,173.8333333
2015,10,Brisbane,Perth,Brisbane - Perth,498,616.0682657
2012,2,Adelaide,Alice Springs,Adelaide - Alice Springs,378,507.4054054
2019,6,Adelaide,Canberra,Adelaide - Canberra,394.01,460.2503571
2021,9,Devonport,Melbourne,Devonport - Melbourne,178,199.4135338
2022,3,Melbourne,Mildura,Melbourne - Mildura,297.19,321.6560048
2014,6,Melbourne,Newcastle,Melbourne - Newcastle,150,189.9433428
2012,2,Melbourne,Perth,Melbourne - Perth,249.9,335.4513514
2014,9,Brisbane,Rockhampton,Brisbane - Rockhampton,178,224.3402256
2022,3,Darwin,Sydney,Darwin - Sydney,557,602.8547215
2018,12,Coffs Harbour,Sydney,Coffs Harbour - Sydney,270.9,318.3846626
2016,4,Alice Springs,Sydney,Alice Springs - Sydney,635,784.1022099
2018,6,Port Macquarie,Sydney,Port Macquarie - Sydney,277.46,329.2689027
2014,6,Coffs Harbour,Sydney,Coffs Harbour - Sydney,105.9,134.1
2014,12,Gold Coast,Sydney,Gold Coast - Sydney,120,150.956848
2012,10,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,344,452.2588235
2016,5,Albury,Sydney,Albury - Sydney,210,259.3093923
2020,11,Albury,Sydney,Albury - Sydney,298.56,341.6117406
2011,9,Adelaide,Darwin,Adelaide - Darwin,764,1026.577154
2011,6,Sydney,Tamworth,Sydney - Tamworth,228,308.2137097
2018,7,Adelaide,Canberra,Adelaide - Canberra,386,456.0581498
2013,12,Sydney,Townsville,Sydney - Townsville,378,483.6812977
2012,7,Alice Springs,Melbourne,Alice Springs - Melbourne,534,703.43222
2020,10,Cairns,Gold Coast,Cairns - Gold Coast,210,240.28157
2019,7,Port Macquarie,Sydney,Port Macquarie - Sydney,264.01,306.7915165
2017,10,Geraldton,Perth,Geraldton - Perth,396,473.7163247
2010,7,Darwin,Sydney,Darwin - Sydney,558,775.4176166
2019,12,Launceston,Melbourne,Launceston - Melbourne,144,166.1824441
2012,9,Launceston,Sydney,Launceston - Sydney,148,194.9587426
2010,4,Port Macquarie,Sydney,Port Macquarie - Sydney,118,165.1753653
2017,6,Perth,Newman,Perth - Newman,528,639.6097561
2021,2,Adelaide,Canberra,Adelaide - Canberra,392,445.8625954
2019,2,Adelaide,Alice Springs,Adelaide - Alice Springs,518,608.797546
2019,1,Broome,Perth,Broome - Perth,518,608.797546
2010,4,Darwin,Perth,Darwin - Perth,298,417.1377871
2011,4,Port Macquarie,Sydney,Port Macquarie - Sydney,208.02,281.2044556
2013,12,Darwin,Perth,Darwin - Perth,630,806.1354962
2013,6,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,139.9,182.4960117
2017,2,Hobart,Sydney,Hobart - Sydney,230,279.1221719
2017,1,Brisbane,Townsville,Brisbane - Townsville,208,252.4235294
2013,4,Brisbane,Emerald,Brisbane - Emerald,288,375.688716
2016,7,Brisbane,Gladstone,Brisbane - Gladstone,225,275.7998172
2011,11,Canberra,Sydney,Canberra - Sydney,194,260.6753507
2013,5,Canberra,Melbourne,Canberra - Melbourne,243,316.9873541
2018,4,Perth,Sydney,Perth - Sydney,349.9,415.2353097
2012,2,Cairns,Townsville,Cairns - Townsville,190,255.045045
2012,12,Adelaide,Perth,Adelaide - Perth,548,720.4588235
2021,7,Adelaide,Gold Coast,Adelaide - Gold Coast,231,258.7894737
2014,1,Canberra,Sydney,Canberra - Sydney,230,292.6280835
2023,5,Avalon,Sydney,Avalon - Sydney,164,164
2011,9,Albury,Sydney,Albury - Sydney,217.6,292.3863727
2021,6,Port Macquarie,Sydney,Port Macquarie - Sydney,198,223.5
2011,10,Alice Springs,Melbourne,Alice Springs - Melbourne,598,803.5250501
2019,4,Ayers Rock,Sydney,Ayers Rock - Sydney,398,464.9111498
2011,1,Brisbane,Melbourne,Brisbane - Melbourne,90.8,123.8685656
2021,6,Melbourne,Newcastle,Melbourne - Newcastle,135,152.3863636
2010,3,Adelaide,Perth,Adelaide - Perth,358,504.2836134
2020,3,Proserpine,Sydney,Proserpine - Sydney,608,699.2521441
2021,3,Armidale,Sydney,Armidale - Sydney,277.2,315.2885496
2021,1,Ballina,Sydney,Ballina - Sydney,146,166.0610687
2014,11,Sydney,Townsville,Sydney - Townsville,350,440.2908068
2012,3,Perth,Port Hedland,Perth - Port Hedland,568,762.4504505
2012,8,Paraburdoo,Perth,Paraburdoo - Perth,691,910.2465619
2019,7,Adelaide,Brisbane,Adelaide - Brisbane,179.9,209.0519064
2023,3,Brisbane,Rockhampton,Brisbane - Rockhampton,358,362.0497738
2022,11,Launceston,Melbourne,Launceston - Melbourne,269,275.7866972
2019,2,Ayers Rock,Sydney,Ayers Rock - Sydney,487,572.363716
2016,4,Darwin,Perth,Darwin - Perth,590,728.5359116
2022,6,Brisbane,Hobart,Brisbane - Hobart,344,365.8239492
2017,2,Dubbo,Sydney,Dubbo - Sydney,300,364.0723982
2016,6,Melbourne,Gold Coast,Melbourne - Gold Coast,168,207.4475138
2019,3,Brisbane,Gladstone,Brisbane - Gladstone,310,364.3382997
2019,10,Cairns,Melbourne,Cairns - Melbourne,248,286.2030981
2019,3,Melbourne,Perth,Melbourne - Perth,339.9,399.4793164
2015,12,Paraburdoo,Perth,Paraburdoo - Perth,638,789.2601476
2019,7,Brisbane,Mackay,Brisbane - Mackay,180,209.1681109
2018,5,Perth,Port Hedland,Perth - Port Hedland,655,777.3053097
2012,2,Brisbane,Melbourne,Brisbane - Melbourne,149.9,201.2171171
2022,1,Dubbo,Sydney,Dubbo - Sydney,332.72,360.1109927
2013,3,Coffs Harbour,Sydney,Coffs Harbour - Sydney,160,209.53125
2013,12,Brisbane,Perth,Brisbane - Perth,478,611.639313
2013,10,Launceston,Sydney,Launceston - Sydney,158,202.1736641
2013,11,Brisbane,Darwin,Brisbane - Darwin,459,587.3272901
2021,4,Adelaide,Melbourne,Adelaide - Melbourne,98,110.6212121
2021,6,Brisbane,Canberra,Brisbane - Canberra,370,417.6515152
2016,12,Brisbane,Emerald,Brisbane - Emerald,292,355.9745455
2016,4,Perth,Sydney,Perth - Sydney,328,405.0165746
2018,6,Ballina,Sydney,Ballina - Sydney,112,132.9132743
2011,1,Broome,Perth,Broome - Perth,334,455.6398779
2022,7,Dubbo,Sydney,Dubbo - Sydney,338.04,353.0464486
2018,2,Kalgoorlie,Perth,Kalgoorlie - Perth,562,669.3090586
2011,2,Albury,Sydney,Albury - Sydney,176,240.0976602
2013,5,Launceston,Melbourne,Launceston - Melbourne,118,153.9280156
2015,12,Adelaide,Darwin,Adelaide - Darwin,358,442.8763838
2018,10,Brisbane,Darwin,Brisbane - Darwin,254.9,299.5801052
2015,1,Adelaide,Brisbane,Adelaide - Brisbane,178,223.5
2012,11,Cairns,Sydney,Cairns - Sydney,328,431.2235294
2014,5,Canberra,Sydney,Canberra - Sydney,210.01,265.9333428
2010,2,Adelaide,Sydney,Adelaide - Sydney,117.6,165.6529412
2017,7,Brisbane,Newcastle,Brisbane - Newcastle,128,154.0825853
2012,11,Adelaide,Port Lincoln,Adelaide - Port Lincoln,197.45,259.5886765
2015,2,Coffs Harbour,Sydney,Coffs Harbour - Sydney,114,143.1404494
2019,8,Cairns,Gold Coast,Cairns - Gold Coast,292,339.3171577
2016,11,Brisbane,Rockhampton,Brisbane - Rockhampton,246,299.8963636
2014,5,Coffs Harbour,Sydney,Coffs Harbour - Sydney,105.9,134.1
2016,3,Brisbane,Sydney,Brisbane - Sydney,94,116.5009242
2011,9,Adelaide,Alice Springs,Adelaide - Alice Springs,499,670.5
2018,2,Launceston,Melbourne,Launceston - Melbourne,114,135.7673179
2017,6,Darwin,Melbourne,Darwin - Melbourne,528,639.6097561
2021,12,Adelaide,Perth,Adelaide - Perth,434.01,479.8082523
2017,4,Broome,Perth,Broome - Perth,608,736.5203252
2021,3,Brisbane,Newcastle,Brisbane - Newcastle,142,161.5114504
2020,7,Karratha,Perth,Karratha - Perth,626,722.4320138
2022,11,Karratha,Perth,Karratha - Perth,1082,1109.298165
2020,10,Brisbane,Mackay,Brisbane - Mackay,160,183.0716724
2015,11,Coffs Harbour,Sydney,Coffs Harbour - Sydney,134,165.7693727
2022,3,Launceston,Sydney,Launceston - Sydney,404,437.2590799
2019,7,Ayers Rock,Sydney,Ayers Rock - Sydney,688,799.4870017
2010,10,Adelaide,Canberra,Adelaide - Canberra,266,368.1176471
2011,3,Brisbane,Mackay,Brisbane - Mackay,158,215.5422177
2013,1,Adelaide,Perth,Adelaide - Perth,328,429.5390625
2019,8,Ayers Rock,Sydney,Ayers Rock - Sydney,680,790.1906412
2014,2,Perth,Sydney,Perth - Sydney,484,615.7912713
2018,5,Kalgoorlie,Perth,Kalgoorlie - Perth,498.73,591.8556903
2020,4,Brisbane,Rockhampton,Brisbane - Rockhampton,308,361.0384615
2016,1,Alice Springs,Sydney,Alice Springs - Sydney,598,741.1441774
2010,1,Sydney,Wagga Wagga,Sydney - Wagga Wagga,230.41,324.5586239
2020,2,Brisbane,Proserpine,Brisbane - Proserpine,248,285.2212693
2023,3,Broome,Perth,Broome - Perth,470.01,475.3268552
2010,5,Ballina,Sydney,Ballina - Sydney,198,277.1586639
2018,8,Brisbane,Gladstone,Brisbane - Gladstone,318,375.7162996
2018,3,Adelaide,Sydney,Adelaide - Sydney,266,316.7904085
2013,2,Kalgoorlie,Perth,Kalgoorlie - Perth,397.08,520.0041797
2016,10,Darwin,Perth,Darwin - Perth,594,724.14
2018,11,Coffs Harbour,Sydney,Coffs Harbour - Sydney,139.9,164.4223488
2012,9,Newcastle,Gold Coast,Newcastle - Gold Coast,178,234.4774067
2018,10,Adelaide,Brisbane,Adelaide - Brisbane,237.9,279.6002629
2012,10,Coffs Harbour,Sydney,Coffs Harbour - Sydney,224,294.4941176
2018,9,Avalon,Sydney,Avalon - Sydney,138,163.046696
2013,2,Hobart,Sydney,Hobart - Sydney,228,298.5820313
2018,3,Newcastle,Gold Coast,Newcastle - Gold Coast,304,362.0461812
2012,9,Brisbane,Darwin,Brisbane - Darwin,418,550.6267191
2020,7,Sydney,Townsville,Sydney - Townsville,320,369.2943201
2018,1,Brisbane,Hobart,Brisbane - Hobart,340,404.920071
2018,10,Devonport,Melbourne,Devonport - Melbourne,359,421.9272568
2013,4,Newcastle,Gold Coast,Newcastle - Gold Coast,128,166.9727626
2023,2,Hobart,Sydney,Hobart - Sydney,254,256.8733032
2011,1,Adelaide,Melbourne,Adelaide - Melbourne,55.02,75.05780264
2011,11,Adelaide,Sydney,Adelaide - Sydney,267,358.7645291
2010,2,Adelaide,Perth,Adelaide - Perth,368,518.3697479
2022,12,Brisbane,Hamilton Island,Brisbane - Hamilton Island,732,750.4678899
2014,3,Canberra,Melbourne,Canberra - Melbourne,329,418.585389
2013,8,Brisbane,Emerald,Brisbane - Emerald,200,257.8846154
2016,10,Cairns,Townsville,Cairns - Townsville,266,324.2781818
2018,2,Paraburdoo,Perth,Paraburdoo - Perth,656,781.2575488
2022,2,Hobart,Melbourne,Hobart - Melbourne,118,127.7142857
2012,6,Port Macquarie,Sydney,Port Macquarie - Sydney,222.5,297.1837649
2021,10,Coffs Harbour,Sydney,Coffs Harbour - Sydney,298,329.4460016
2014,9,Brisbane,Newcastle,Brisbane - Newcastle,104,131.075188
2015,3,Adelaide,Port Lincoln,Adelaide - Port Lincoln,233.09,292.6719944
2018,9,Brisbane,Emerald,Brisbane - Emerald,505,596.6563877
2013,4,Sydney,Tamworth,Sydney - Tamworth,178,232.1964981
2019,9,Sydney,Wagga Wagga,Sydney - Wagga Wagga,337.39,392.062383
2016,8,Sydney,Tamworth,Sydney - Tamworth,191,234.1234004
2014,5,Sunshine Coast,Sydney,Sunshine Coast - Sydney,130,164.6175637
2019,3,Adelaide,Canberra,Adelaide - Canberra,504.02,592.367064
2016,4,Hobart,Sydney,Hobart - Sydney,229,282.7707182
2017,9,Cairns,Sydney,Cairns - Sydney,318,382.7989228
2015,5,Brisbane,Cairns,Brisbane - Cairns,198,246.9934884
2019,12,Brisbane,Cairns,Brisbane - Cairns,326,376.2185886
2014,11,Brisbane,Rockhampton,Brisbane - Rockhampton,218,274.2382739
2016,7,Brisbane,Newcastle,Brisbane - Newcastle,110,134.8354662
2021,10,Albury,Sydney,Albury - Sydney,198,218.8936521
2018,11,Adelaide,Canberra,Adelaide - Canberra,504.02,592.367064
2023,6,Brisbane,Darwin,Brisbane - Darwin,755,755
2015,9,Dubbo,Sydney,Dubbo - Sydney,289.3,359.2141667
2011,8,Adelaide,Perth,Adelaide - Perth,370,497.1643287
2014,2,Brisbane,Sydney,Brisbane - Sydney,135.9,172.9050285
2020,11,Cairns,Sydney,Cairns - Sydney,277,316.9428328
2022,1,Adelaide,Canberra,Adelaide - Canberra,384.01,415.623414
2013,4,Brisbane,Rockhampton,Brisbane - Rockhampton,146,190.4533074
2015,7,Darwin,Melbourne,Darwin - Melbourne,524,650.6333333
2017,6,Hamilton Island,Sydney,Hamilton Island - Sydney,280,339.1869919
2010,5,Darwin,Sydney,Darwin - Sydney,418.95,586.4425365
2012,11,Sunshine Coast,Sydney,Sunshine Coast - Sydney,198,260.3117647
2021,10,Adelaide,Alice Springs,Adelaide - Alice Springs,260,287.4361088
2015,8,Brisbane,Emerald,Brisbane - Emerald,370,459.4166667
2013,6,Port Macquarie,Sydney,Port Macquarie - Sydney,210,273.9396887
2012,9,Cairns,Sydney,Cairns - Sydney,318,418.8978389
2021,2,Coffs Harbour,Sydney,Coffs Harbour - Sydney,214.01,243.4159542
2011,8,Brisbane,Proserpine,Brisbane - Proserpine,208,279.4869739
2013,5,Cairns,Townsville,Cairns - Townsville,193,251.7636187
2010,1,Ayers Rock,Sydney,Ayers Rock - Sydney,618,870.5231092
2016,9,Coffs Harbour,Sydney,Coffs Harbour - Sydney,110,134.8354662
